env,state_x,sample_y,num_games,num_success,pass_rate,mean_reward,std_reward,min_reward,max_reward,notebook_hash,notebook_size_lines,reference_prompt_matches_template
frozen_lake,19,3,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,19,4,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,19,5,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,19,6,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,19,7,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,19,8,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,20,1,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,ed8ef4637beb58ef226188b96bdd384b028196cb1bb3b475149cb98d3cc5f7f0,17,True
frozen_lake,20,2,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,ed8ef4637beb58ef226188b96bdd384b028196cb1bb3b475149cb98d3cc5f7f0,17,True
frozen_lake,20,3,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,ed8ef4637beb58ef226188b96bdd384b028196cb1bb3b475149cb98d3cc5f7f0,17,True
frozen_lake,20,4,10,6,0.6,0.6,0.5163977794943223,0.0,1.0,ed8ef4637beb58ef226188b96bdd384b028196cb1bb3b475149cb98d3cc5f7f0,17,True
frozen_lake,20,5,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,ed8ef4637beb58ef226188b96bdd384b028196cb1bb3b475149cb98d3cc5f7f0,17,True
