source,variant,run,env,state_x,condition,num_samples,total_games,mean_sample_pass_rate,median_sample_pass_rate,std_sample_pass_rate
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,30,original,8,160,0.35625,0.35,0.05629958132298018
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,30,updated,8,160,0.3875,0.4,0.05824823725107176
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,31,original,8,160,0.34375,0.35,0.06232117273791125
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,31,updated,8,160,0.34375,0.32499999999999996,0.05629958132298018
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,32,original,8,160,0.35,0.35,0.06546536707079773
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,32,updated,8,160,0.39375,0.4,0.07288689868556626
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,33,original,8,160,0.40625,0.4,0.04172614801981402
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,33,updated,8,160,0.375,0.4,0.046291004988627586
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,34,original,8,160,0.39375000000000004,0.4,0.041726148019814016
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,34,updated,8,160,0.39375,0.4,0.0320434972230828
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,35,original,8,160,0.36875,0.4,0.06512350903146596
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,35,updated,8,160,0.45625,0.45,0.08634441002668988
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,36,original,8,160,0.35,0.35,0.05976143046671969
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,36,updated,8,160,0.41875,0.45,0.05303300858899107
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,37,original,8,160,0.39375000000000004,0.4,0.06232117273791125
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,37,updated,8,160,0.39375,0.4,0.04955156044825575
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,38,original,8,160,0.3875,0.4,0.05175491695067658
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,38,updated,8,160,0.35625,0.35,0.07763237542601485
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,39,original,8,160,0.41875,0.4,0.045806269065645215
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,39,updated,8,160,0.38125,0.4,0.07039429765866795
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,40,original,8,160,0.35,0.375,0.059761430466719695
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,40,updated,8,160,0.3625,0.35,0.0744023809142845
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,1,original,8,160,0.29375,0.3,0.041726148019814
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,1,updated,8,160,0.43125,0.42500000000000004,0.1032939633141398
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,2,original,8,160,0.44375000000000003,0.42500000000000004,0.08210402808980466
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,2,updated,8,160,0.43125,0.42500000000000004,0.07989949043284676
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,3,original,8,160,0.4,0.375,0.06546536707079773
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,3,updated,8,160,0.39375,0.4,0.06781013409302689
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,4,original,8,160,0.35,0.32499999999999996,0.08017837257372733
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,4,updated,8,160,0.35625,0.375,0.06781013409302689
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,5,original,8,160,0.30625,0.3,0.056299581322980165
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,5,updated,8,160,0.375,0.375,0.08017837257372733
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,6,original,8,160,0.3125,0.3,0.06408699444616557
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,6,updated,8,160,0.25,0.25,0.053452248382484864
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,7,original,7,147,0.32857142857142857,0.35,0.0698638131005772
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,7,updated,7,146,0.32857142857142857,0.35,0.0698638131005772
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,8,original,8,160,0.3,0.25,0.11019463300386795
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,8,updated,8,160,0.325,0.32499999999999996,0.07071067811865475
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,9,original,8,160,0.3,0.3,0.06546536707079771
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,9,updated,8,160,0.325,0.35,0.05976143046671968
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,10,original,8,160,0.31875,0.32499999999999996,0.053033008588991064
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,10,updated,8,160,0.31875,0.32499999999999996,0.059386746958271036
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,12,original,8,160,0.325,0.3,0.053452248382484885
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,12,updated,8,160,0.325,0.35,0.09258200997725514
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,13,original,8,160,0.26875,0.275,0.03720119045714224
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,13,updated,8,160,0.3375,0.35,0.058248237251071755
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,14,original,8,160,0.3125,0.3,0.05824823725107176
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,14,updated,8,160,0.33749999999999997,0.35,0.03535533905932738
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,17,original,8,160,0.275,0.275,0.046291004988627565
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,17,updated,8,160,0.31875,0.32499999999999996,0.09613049166924836
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,18,original,8,160,0.28125,0.3,0.0458062690656452
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,18,updated,8,160,0.2875,0.275,0.06408699444616557
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,21,original,8,160,0.28125,0.3,0.07039429765866795
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,21,updated,8,160,0.28125,0.3,0.0458062690656452
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,22,original,8,160,0.3,0.3,0.08017837257372731
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,22,updated,8,160,0.3125,0.275,0.10606601717798213
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,25,original,8,160,0.26875,0.25,0.03720119045714224
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,25,updated,8,160,0.30625,0.275,0.06781013409302689
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,26,original,8,160,0.275,0.275,0.05976143046671967
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,26,updated,8,160,0.31875,0.3,0.045806269065645215
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,29,original,8,160,0.28125,0.25,0.0458062690656452
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,29,updated,8,160,0.275,0.275,0.026726124191242432
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,30,original,8,160,0.2875,0.275,0.06408699444616557
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,30,updated,8,160,0.30625,0.3,0.06232117273791124
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,33,original,8,160,0.325,0.32499999999999996,0.11019463300386795
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,33,updated,8,160,0.29375,0.25,0.07288689868556626
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,34,original,8,160,0.2625,0.275,0.05824823725107174
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,34,updated,8,160,0.30624999999999997,0.32499999999999996,0.05629958132298015
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,37,original,8,160,0.35,0.35,0.053452248382484885
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,37,updated,8,160,0.28125,0.3,0.0458062690656452
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,38,original,8,160,0.34375,0.35,0.06232117273791125
ownlogs,thinkahead,ownlogs_thinkahead,sokoban,38,updated,8,160,0.30624999999999997,0.3,0.041726148019814
